page	section	subsection	title	inscription	comments	
210	杂器铭文	镫	龙虎鹿卢镫（补）	宜子孙。吉。	整理者案：据《历代钟鼎弈器款识》卷二十补。又见《考古图》卷九。	
210	杂器铭文	镫	龙虎鹿卢镫（补）	吉。大吉。宜子孙。吉。	整理者案：据《积古斋钟鼎弈器款识》卷九补。篇题，《历代著录吉金目》页 1108上栏同，《从古堂款识学》卷五作“大吉宜子孙镫”。《从古堂款识学》原注: “‘大吉’二字本《易》，‘宜子孙’三字本《诗》，古人语有所本，大率类此。”	
210	杂器铭文	镫	大吉龙虎鹿卢镫（补）	大吉〇大吉〇	整理者案：据《历代著录吉金目》页1106下栏补。	
210	杂器铭文	镫	大吉鹿卢镜（补）	大吉。吉。	整理者案：据《从古堂款识学》卷六补。	
210	杂器铭文	镫	宜子孙镫（补）	宜子孙。	整理者案：据《从古堂款识学》卷五补。原注：“汉鹿卢镫，多作‘宜子孙’ 等字。”	
211	杂器铭文	镫	长宜子孙锭（补）	长宜子孙。	整理者案：据《历代著录吉金目》页1106下栏补。	
211	杂器铭文	镫	上林镫（补）	上林。	整理者案:据《历代著录吉金目》页1104下栏补。	
211	杂器铭文	镫	上林镫（补）	付上林。	整理者案：据《积古斋钟鼎弈器款识》卷九补。	
211	杂器铭文	镫	禁中镫	禁中。（足、盘文同，阳文八《汉金》卷七）	整理者案：本篇亦见《金文续编》。	
211	杂器铭文	镫	兰宫行镫	兰宫。（《汉金》卷三）	整理者案：本篇亦见《陶斋吉金录》卷六、《金文续编》《历代著录吉金目》页 1105下栏。而《陶斋吉金录》《历代著录吉金目》篇题无‘‘行”字。	
211	杂器铭文	镫	曰上行镫	日上。（《汉金》卷三）	整理者案：本篇亦见《金文续编》《历代著录吉金目》页1105上栏。《金文续 编》篇题无“行”字，《历代著录吉金目》篇题作“日上镫盘”。	
211	杂器铭文	镫	有柄凤龟镫（补）	整理者案:据《历代著录吉金目》页1105上栏补。		
211	杂器铭文	镫	东舍行镫	东舍。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。	
211	杂器铭文	镫	侯镫（补）	侯镫。	整理者案：据《历代著录吉金目》页1105上栏补。	
212	杂器铭文	镫	斗酒鹿轳镫	斗酒。（《续编》）		
212	杂器铭文	镫	大常明行镫 	大常明。（阳文八《汉金》卷三）	整理者案：本篇亦见《金文续编》。	
212	杂器铭文	镫	大吉利行镫	大吉利。（阳文V《汉金》卷三）		
212	杂器铭文	镫	大吉鹿卢镫（补）	大吉吉。	整理者案：据《历代著录吉金目》页1105下栏补。	
212	杂器铭文	镫	宜子孙行镫（一、二）	宜子孙。（阳文^《汉金》卷三）	整理者案：此二篇亦见《金文续编》。	
212	杂器铭文	镫	宜子孙鹿轳镫	宜子孙，吉。（阳文八《汉金》卷三）	整理者案：本篇亦见《金文续编》。《贞松堂集古遗文》卷十三两收此镫，文全 同；篇题作“宜子孙鹿庐残镫”。	
212	杂器铭文	镫	黄山高镫	黄山。第四。（《汉金》卷三）	整理者案：篇题，《积古斋钟鼎弈器款识》卷九、《从古堂款识学》卷四、《历代 著录吉金目》页1106下栏无“高”字。王卉《汉代铜器铭文汇总》未录此篇。《积 古斋》曰：“《汉书，地理志》‘右扶风槐里’注云：‘有黄山宫，孝惠二年起。’” 六斤四两高镫 重六斤四两。（《汉金》卷三）	
212	杂器铭文	镫	六斤十两高镫	重六斤十两。（《汉金》卷三）		
212	杂器铭文	镫	七斤十二两高镫	重七斤十二两。（《汉金》卷三）		
212	杂器铭文	镫	宜子孙大富镫（补）	宜子孙，大富口镫。	整理者案：据《历代著录吉金目》页丨丨〇7下栏补。	
213	杂器铭文	镫	宜昌平胜镫（补）	宜昌平胜。第三。	整理者案：据《历代著录吉金目》页1107下栏补。	
213	杂器铭文	镫	隆虑家连钉	隆虑家连钉。第六。（《汉金》卷三）	整理者案：本篇亦见《金文续编》《历代著录吉金目》页1108上栏。《历代著 录吉金目》篇题作“隆虑家镫”。	
213	杂器铭文	镫	步局宫局镫	步高宫。工官造。温。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。《历代著录吉金目》页1107下栏篇题“高 镫”作“行镫”。王卉《汉代銅器铭文汇总》“宫”误作“官”。	
213	杂器铭文	镫	真宫镫（补）	真宫,重八斤十两。	整理者案：据《历代著录吉金目》页1107下栏补。	
213	杂器铭文	镫	阳平家镫	阳平家。工乙，工乙。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。	
213	杂器铭文	镫	十二斤高镫	十二斤九两十二朱。（《汉金》卷三）	整理者案：“朱”假借为“铢”。	
213	杂器铭文	镫	真定高镫（一）	真定。重十斤十四两。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。	
213	杂器铭文	镫	真定高镫（二）	真定，重十三斤四两。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。	
213	杂器铭文	镫	敝府镫	敝府，重十斤十二两。（《汉金》卷三）		
213	杂器铭文	镫	开封行镫	开封。（《汉金》卷三）		
213	杂器铭文	镫	开封镫（补）	开封。一斤五两十二朱。	整理者案：椐《贞松堂集古遗文》卷十三补。又见《金文续编》，篇题“封”下有 “行”字。“朱”通“铢”。	
214	杂器铭文	镫	东昏家行镫	东昏家，重十五两。第二。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。	
214	杂器铭文	镫	橐邑家行镫	橐邑家铜行锭一，重一斤。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。	
214	杂器铭文	镫	上林行镫	上林铜苴,重三斤。第冊七。（《汉金》卷三）	整理者案：本篇亦见《金文续编》《历代著录吉金目》页1109上栏，“苴”皆作 “登”，下皆注一“镫”字。如此，则“莖”或“登”之形误字。	
214	杂器铭文	镫	荧阳宫小禅镫	荧阳宫铜小禅登，重十两半。（《汉金》卷三）	整理者案：本篇亦见《金文续编》、王卉《汉代铜器铭文汇总》。王弄录文脱 “惮”字。铭文“登”，假借为“镫”。	
214	杂器铭文	镫	奉山宫行镫	奉山宫行镫，并重四斤。造九十七。（《汉金》卷三）	整理者案：本篇亦见《从古堂款识学》卷四、《金文续编》《历代著录吉金目》页 1110上栏。《从古堂款识学》《历代著录吉金目》篇题皆无“行”字。铭末“七”字， 《从古堂款识学》作“十”。	
214	杂器铭文	镫	启封镫（补）	启封，一斤十二两十二铢，容一斗。	整理者案：据《金石录补》卷一补。《钟鼎款识》《历代著录吉金目》页1110上 栏录本篇，铭文“铢”皆作“朱”，“ 一斗”皆作“ 一升”。《金石录补》曰：“欧阳公得 莲勺宫炉、林华观镫，为《汉书》所不载。而此镫曰‘启封’，亦无可考。未知赵文 敏何据乃题为‘汉燈’也。铭传字佳，不忍弃，录之。”《钟鼎款识》日：“钱献之、吴 侃叔并云：‘启封’当即‘开封’。《史记.功臣侯表》：陶舍以高祖十一年封开封 侯。《史记》‘启’作‘开’，避景帝伟。后汉不讳，故《说文》‘启’、‘徹’字不注‘上 讳’。汉碑立于延熹后者皆书‘启’字，知‘启封’即‘开封’也。元谓‘开封’，《续 汉志》属河南尹。”	
215	杂器铭文	镫	内者乐卧行镫	内者乐卧，重一斤十四两。第册四。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。	
215	杂器铭文	镫	曲成家锭（补）	曲成家铜锭，重一斤三两。第六。	整理者案：据《历代著录吉金目》页1109下栏补。	
215	杂器铭文	镫	曲成家高鉴（一）	曲成家铜锭一，重一斤十两。第六。（《汉金》卷三）	整理者案：本篇亦见《金文续编》《历代著录吉金目》页1109下栏，篇题“鉴” 皆作“锭”。	
215	杂器铭文	镫	曲成家高镫（二）	曲成家铜锭，重一斤十两。第廿三。（《汉金》卷三）		
215	杂器铭文	镫	曲成家行镫	曲成家行烛一，容一升升，重一'斤十两。第一。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。“升升”，《贞松堂集古遗文补遗》卷下作 “斗口升”，《历代著录吉金目》页1111下栏作“斗升”，《秦汉金文汇编》上编作“升 口升”。	
215	杂器铭文	镫	圣得镫	圣得镫。（柄八《参加伦敦中国艺术国际展览会出品目录》“铜器”八九）	整理者案：《西清古鉴》卷三十曰：“铭曰‘圣得’，《易》曰：‘曰月得天而能久 照，圣人变化而能久成。’义或取诸此。殆宫中所用金缸之类欤。”	
215	杂器铭文	镫	宜子孙吉镫	宜子孙，吉。（《考古》1965.12）		
215	杂器铭文	镫	子孙吉镫	子孙吉。（《考古》1966.3）		
215	杂器铭文	镫	重+三斤十一两镫	重十三斤十一两。（《西汉南越王墓》？303；〇62—1）		
215	杂器铭文	镫	重十三斤+二两镫	重十三斤十二两。（同前;062 — 2）		
215	杂器铭文	镫	二斤六两镫	二斤六两。（《考古与文物》1980.0		
216	杂器铭文	镫	横山宫镫	横山宫。（《文博》1993, 2）		
216	杂器铭文	镫	赵姬家镫	赵姬家。（《文物》1984.1丨；]^^:^?)		
216	杂器铭文	镫	恭庙镫	恭庙。(《文物》1991.川；^—)		
216	杂器铭文	镫	宁陵侯铜镫	宁陵侯,重十三两半。（《考古与文物》1985, 5）		
216	杂器铭文	镫	敕庙牛镫	敕庙牛镫四，礼乐长监治。（《文物》1959.7）	徐按:拓本不清，疑“敕”当为“刺”。整理者案：王卉《汉代铜器铭文汇总》 “敕”亦作“刺”。	
216	杂器铭文	镫	宜官镫	宜官。（阳文V《秦汉金文汇编》上编）		
216	杂器铭文	镫	高尺铜登	铜登一，高尺，重口口口。（《古文字研究》第十九辑）	整理者案：“登”假借为“镫”。又王卉《汉代铜器铭文汇总》未录此篇。	
216	杂器铭文	镫	窦氏镫	窦氏，重四斤十两。（《文物》2004 6）		
216	杂器铭文	镫	楚镫	楚，容动，八斤。册七。守室，八斤十四两。(《文物》1998,8；12：46）	徐按:“七”原报告误释为“十”。整理者案：王卉《汉代铜器铭文汇总》未录此篇。	
216	杂器铭文	镫	土孙夫人铜镫	土孙夫人铜镫。（《文物》1994. 8）		
216	杂器铭文	镫	江都宦者镫一（补）	江都宦者。容二升,重三斤口口。（《考古》功13.10,巧^);!^^^54)		
216	杂器铭文	镫	江都宦者镫二（补）	江都宦者。容三升半升。重七斤。（《考古》2013.		
216	杂器铭文	镫	江都宦者镫三（补）	江都宦者。容三升半升，重六斤八两。（《考古》		
217	杂器铭文	镫	江都宦者镫四（补）	江都宦者。容二升，重二斤十二两。（《考古》		
217	杂器铭文	镫	江都宦者镫五（补）	江都宦者。容半升,重一斤四两。（《考古》2013.		
217	杂器铭文	镫	江都宦者镫六（补）	江都宦者。容半升，重一斤四两。（《考古》2013. 10，？30；犯以^!))		
217	杂器铭文	镫	江都宦者镫七（补）	江都宦者。容二升,重三斤二两。（《考古》		
217	杂器铭文	镫	江都宦者镫八（补）	江都宦者。重三斤，容一升半升。六年哺陵造。（《考古》2013.10，F30;IV11:3656)		
217	杂器铭文	镫	江都宦者镫九（补）	江都宦者。容口升半升。重十斤十二两。（《考古》		
217	杂器铭文	镫	江都宦者镫十（补）	江都宦者。并重一钧三斤。容三斗三升。（《考古》2013. 10，F31;1V11:3605)		
217	杂器铭文	镫	拘家铜镫（补）	枸家铜熙，定乌（焉）八方。重七斤十二两。（《四川文物》2011.5F53)		
217	杂器铭文	镫	长沙剌庙铜牛镫（补）	剌庙牛镫四。礼乐长监治。（《文物》2007, 12^58）	整理者案：此器又见《古文字研究》第十九辑周世荣《湖南战国秦汉魏晋铜器 铭文补记》，出土于长沙楓树坪西汉墓，故为西汉物。	
217	杂器铭文	镫	禁中尚卧镫（补）	内者未央尚浴乘舆金行一,重三斤。第百一十五。（镫盘外侧：！禁中尚卧。 (镫柄从《考古与文物》	整理者案：据铭文拟题。	
217	杂器铭文	镫	启封镫(补)	启封，一斤十二两十二朱，容一升。	整理者案:据《金索》卷二补。《金索》曰：“启封，即开封。朱，即铢。一斤十 二两十二铢，盖一斤十二两半也。”	
217	杂器铭文	镫	牛镫（补）	敕庙牛镫曰，礼乐长监治。（右侧）	整理者案：据《全集，秦汉》说明页36补。《全集.秦汉》为西汉早期物。	
218	杂器铭文	锭	尚浴府行烛盘	内者未央尚浴府乘舆金行烛盘一，容二升,重二斤十二两。元年，内者造。苐 初八十四。温卧。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。篇题，《十六长乐堂古器款识考》卷四、《积 古斋钟鼎弈器款识》卷九、《历代著录吉金目》页1117上栏“府”下有“金”字。篇 题、铭文之“盘”字，《金索》卷三作“鏊”。铭文“内者造”，《积古斋》《金索》《金文 续编》《历代著录吉金目》作“内向造”。铭文“温卧”二字，《古器款识考》《金索》 《金文续编》《历代著录吉金目》置于“内者未央”上，王卉《汉代钢器铭文汇总》则 无之。《古器款识考》曰：“温卧者，当是温室卧处所用也。尚浴府者，澡浴之室也。 其盘非一，故曰第初八十四也。古无‘苐，字，隶书有之，后又误为‘第’。‘内向’， 未详。或云是内者令之名。汉器往往有此体。铭在盘底外侧。”《积古斋》说此器 亦节引《古器款识考》为之。《金索》曰：“此当是未央宫温室卧处上澡浴府所用之 烛槃也。尚浴，如尚方、尚衣之类。鏊即盘字。可携以行，故曰行烛。汉自文帝始 称前元、后元，武帝始号建元。此但云元年，当在西汉之初，高、惠时物也。内向， 疑内者令之名。”	
218	杂器铭文	锭	口食官镫（补）	口食官镫一合,容三斗，并盖重十二斤十两。十年。负仪。	整理者案:据《历代著录吉金目》页1113上栏补。铭文有“十年”二字，则此器 疑为西汉武帝建元前物。	
218	杂器铭文	锭	苦宫行烛定	苦宫铜凫喙烛定，重一斤九两，径五寸。始元二年刻。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。《历代著录吉金目》页1113上栏录本篇，铭 文“凫”作“鸟”，“径”作“高”。又“定”通“锭”。、又始元为西汉昭帝年号（始元二 年为前85年），此为西汉物。	
218	杂器铭文	锭	车宫锭盘	车宫铜锭盘，五凤四年造。工黄得。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。五凤为西汉宣帝年号（五凤四年为前54年），此为西汉物。	
219	杂器铭文	锭	车宫铜承烛盘（补）	车宫铜承烛盘，重三斤八两，五凤四年造。扶。	整理者案:据《历代钟鼎弈器款识》卷二十补。篇题，《考古图》卷九、《金索》 卷三无“铜”字。铭文“承”字，《考古图》《历代著录吉金目》页1111下栏作“&”。 《金索》曰：“车宫，未知所在。五风四年，汉宣帝之二十年，明年改甘露矣。‘造’ 字下空。末一‘扶’字，乃其号，或其工之名，未可知也。汉器有‘扶’字者甚多。” 又西汉宣帝五凤四年为前54年，此器为西汉物。	
219	杂器铭文	锭	阳邑铜烛行锭	阳邑铜烛行锭，重三斤十二两。初元年三月，河东造。第三。（《考古与文物》 1980. 1）	徐按：原报告言“初元年”即“初元元年”。当是漏刻一“元”字。整理者案：王 卉《汉代铜器铭文汇总》“初元年”正作“初元元年”。应据补一“元”字。又“初 元”为西汉元帝年号，此为西汉物。	
219	杂器铭文	锭	中山宦者常浴铜锭（一）	中山宦者常浴铜锭,重三斤十二两。卅二年。第廿五。卢奴造。（《满城汉墓 发掘报告》?258； 1:4113）		
219	杂器铭文	锭	中山宦者常浴铜锭（二）	中山宦者常浴铜锭，重八斤十二两。卅二年。第。（《满城汉墓发掘报告》		
219	杂器铭文	锭	柹林明堂铜锭（一）	梂林明堂铜锭，重三斤八两。高八寸。卅四年，钟官造。第二。（《满城汉墓 发掘报告》F258;1:4114)		
219	杂器铭文	锭	林林明堂铜锭（二）	抹林明堂铜锭，重三斤八两，高八寸。卅四年，钟官造。第七。（《满城汉墓发 掘报告》？258； 1:41比）	整理者案：周筠等以为“枒”同“椒”。见周筠、陈静《满城汉墓出土铜器铭文 研究》（栽《文物春秋》2010. 3？51~66）。	
219	杂器铭文	锭	梂林明堂铜锭（三）	样林明堂铜锭，重三斤八两，高八寸。卅四年，钟官造。第十。（《满城汉墓发 掘报告》?258； 1:4118）		
220	杂器铭文	锭	柿林明堂铜锭（四）	梂林明堂铜锭，重三斤，高八寸。卅九年，钟官造。（《满城汉墓发掘报告》 ？258；1 舛⑴）		
220	杂器铭文	锭	汲口家行锭	汲口家铜行锭，重二斤三两。第十一。（《汉金》卷三）		
220	杂器铭文	锭	筑阳家小立锭	筑阳家铜小立锭，高四寸半寸，容四分升一，连盘并重一斤八两。第八。（《汉金》卷三）	整理者案：本篇亦见《金文续编》《历代著录吉金目》页1115下栏。《历代著 录吉金目》篇题无“小立”二字。	
220	杂器铭文	锭	阳信家铜锭	阳信家铜锭，高尺六寸，重九斤。（《文物》1982.9^1 :⑷，）		
220	杂器铭文	锭	御当户锭	御当户锭一，第然于。（《满城汉墓发掘报告》?69;1:4112)	整理者案：周筠等录文“于”作“千”。见周筠、陈静《满城汉墓出土铜器铭文 研究》（载《文物春秋》2010,3？51~66)0又《全集，秦汉》说明页30为西汉中 期物。	
220	杂器铭文	锭	御铜拈锭	御铜拈锭一,承盘俩，中山内府。第鹬。（器壁）铜锭盘一，中山内府。第鹞。 （盘口沿^《满城汉墓发掘报告》？71	整理者案：王卉《汉代铜器铭文汇总》“盘”俱作“般”，盘口铭文“内府”误作 “内服”。又案：周筠等录文“承”作“举”。见周筠、陈静《满城汉墓出土铜器铭文 研究》（栽《文物春秋》2010. 3口51~66）。	
220	杂器铭文	锭	御铜卮锭（一）	御铜卮锭一。中山内府。第鵠。（杯）卮锭。第鴣。（盘（《满城汉墓发掘 报告》F71;1:5086)	整理者案：王卉《汉代铜器铭文汇总》无“内字，“鴣”作阙文号。	
220	杂器铭文	锭	御铜巵锭（二）	御铜卮锭一，中山内府。第璃。（杯）卮锭。第璃。（盖“《满城汉墓发掘报 告》?71； 1:5087）	整理者案：王弄《汉代铜器铭文汇总》杯铭无“内”字，两“鴻”字俱作阙文号。	
221	杂器铭文	锭	御铜盘锭	御铜盘锭一。第田鹕。（《满城汉墓发掘报告》厂、。“。）	整理者案：王卉《汉代铜器铭文汇总》“盘”作“般”。	
221	杂器铭文	锭	虹烛锭（补）	王氏铜虹烛锭，两辟，并重廿'二斤四两。第一。	整理者案：据《历代钟鼎弈器款识》卷二十补。薛尚功曰：“《博古录》云：铭十 八字，自三代至秦器，无斤两之识。此器显其所重。又字书与汉五凤炉款识相类， 实汉物也。”此器亦见《啸堂集古录》卷下。《宣和博古图》卷十八“廿二斤”释作 “二十二斤”。	
221	杂器铭文	锭	长沙七斤铜锭	长沙七斤。（《满城汉墓发掘报告》？74；1 ：501〇 馆陶家行钉铜钉一，径二寸八分，高三寸九分，重一斤八两。馆陶家。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。《从古堂款识学》卷四、《历代著录吉金目》 页1113下栏篇题作“馆陶镫”。王卉《汉代铜器铭文汇总》铭文“馆陶家”在“铜钉 ―”上。	
221	杂器铭文	豆	筲川宦谒右般北宫豆	菌川宦谒右般北宫豆，元年五月造。第十五。（《考古》	整理者案：铭文但云“元年”，应为西汉武帝建元前物。	
221	杂器铭文	豆	土军侯高烛豆	土军侯烛豆,八斤十三两。（《汉金》卷三）		
221	杂器铭文	豆	口民局烛豆	口民烛豆，容一升半升，重六斤十六两。（《汉金》卷三）	整理者案：本篇亦见《金文续编》。	
221	杂器铭文	豆	元成家烛豆	元成家行烛豆,重二斤十四两。第十七。（《贞松堂集古遗文续编》卷下)	整理者案：《贞松堂集古遗文续编》卷下“行”下有“镫”字。	
222	杂器铭文	豆	真倡中铭釭（补）	真倀中。	整理者案:据《汉代物质文化资料图说》页102补。	
222	杂器铭文	豆	闽翁主釭银	闵釭翁主铜一具。（肩）闵翁主釭中辗。（盘）闵翁主釭锧盖。（盖八《文物天 地》1987.5）	徐按：肩铭“釭”应在“铜”后。不知是释文有误还是原刻之误。未见拓片，暂 不能定。整理者案：王卉《汉代铜器铭文汇总》未录此篇。	
222	杂器铭文	炉	内者未央尚卧熏炉	内者未央尚卧金黄涂竹节熏卢一具，并重十斤十二两。四年，内官造。五年 十月输。第初三。（盖）内者未央尚卧金黄涂竹节熏卢一具，并重十一斤。四年， 寺工造。五年十月输。第初四。（圈足八《文物》1982.9^1	徐按：器盖误配。整理者案：本篇《秦汉金文汇编》上编题作“阳信家熏炉”。 圈足铭“十一斤”误作“十斤十二两寺工”误作“内官”。又铭文中“熏卢”即 “熏炉”。又铭文但云“四年”、“五年”，则此器为西汉武帝建元前物。	
222	杂器铭文	炉	常食中般执炉（一）	常食中般。（腹）廿九年效见。（口沿外壁^《考古》19944）	整理者案：铭文但云“廿九年”，则此器应为西汉武帝建元前物。	
222	杂器铭文	炉	常食中般执炉（二）	常食中般。（《考古》1991 4）	整理者案：王卉《汉代铜器铭文汇总》未录此篇。据上篇，此器为西汉武帝建 元前物。	
222	杂器铭文	炉	龙渊宫燻炉（补）	龙渊宫燻炉，重五斤三两。元朔二年工成造。	整理者案:据《陇右金石录》卷一补。《陇右金石录》曰：“今存。此器出于泾 川，周约尺余，高七寸，圆形，有盖，独足而下有承盘，有篆文在炉外侧，凡四行十七 字。为汉武帝时遗物。‘工成’者，盖工匠而名成也。龙渊宫不见史传，惟《汉书，祠祀志》‘漱渊祀朝那’注，苏林曰：‘湫渊，在安定朝那县，不增不减，不生草木。’ 师古曰：‘此水在今泾州界，清澈可爱，不容秽浊。或有喧污，辄兴云雨。土俗亢 旱，每于此求之，相传云龙之所居也。天下山川隈曲亦往往有之。’此器所出去朝 那漱渊不远，是否即湫渊遗物，姑录俟考。”元朔为西汉武帝年号（元朔二年为前 127年），此为西汉物。	
223	杂器铭文	炉	龙渊宫铜熏炉（补）	龙渊宫铜熏炉，重五斤十四两。元朔三年工禹为内者造。第八。	整理者案：据《历代著录吉金目》页1123上栏补。西汉武帝元朔三年为前126 年，此为西汉物。	
223	杂器铭文	炉	龙渊宫铜熏炉（补）	龙渊宫铜熏炉,重三斤十四两。元朔三年工禹为内者造。第八。	整理者案：据《历代著录吉金目》页1123上栏补。此器与上器铭文仅“三斤”、 “五斤”小异，其余全同。而“三”“五”形极近，本易致误。颇疑二者本为一器。 	
223	杂器铭文	炉	奇华宫铜揄炉	奇华宫铜谕炉，容一斗二升，重十斤四两。天汉二年，工赵博造，护守、丞贤 省。(《考古与文物》1994.4）	徐按:原报告“丞”误释为“亟”，又误将“护守亟贤省”连续。整理者案：天汉 为西汉武帝年号（天汉二年为前99年），此为西汉物。	
223	杂器铭文	炉	粱山宫熏炉	粱山宫，元凤五年造。（盖）粱山宫口熏炉，并重二斤半。元凤五年造。（《考 古与文物》1994.4）	整理者案：王卉《汉代铜器铭文汇总》无“盖”，炉铭脱“元凤五年造”五字。又 元凤为西汉昭帝年号（元凤五年为前76年），此为西汉物。	
223	杂器铭文	炉	阳泉熏炉	阳泉使者舍熏炉一，有盘及盖，并重四斤一@。园圍五年,六安十三年正 月乙未，内史属贤造，雒阳付守长则丞善、掾胜、传舍啬夫兑。（《汉金》卷四）	"徐按:“两”“元康”三字已泐，笔者补释。详见本书第三章。整理者案：本篇 亦见《金文续编》。篇题，《簠斋金石文考释》之《汉阳泉使者舍熏炉考释》“熏”作 ""薰”，《金索》卷三作“阳泉使者熏炉铭”，《积古斋钟鼎彝器款识》卷九、《塞斋集 古录》卷十三、《历代著录吉金目》页1123下栏“泉”下有“使者舍”三字。铭文 “熏”字,《簠斋金石文考释》亦作“薰”。铭文“一两元康”四字，《积古斋》《金索》《历代著录吉金目》作四阙文号。铭文“炉”、“盘”，《积古斋》《金文续编》《历代著 录吉金目》《秦汉金文汇编》上编所收图版皆作“庐”、“般”，当据改。铭文“兑”， 《积古斋》《历代著录吉金目》作“充”。王卉《汉代铜器铭文汇总》自《小校》卷 13？59录本篇，无“四斤”二字。《积古斋》曰：“铭五十一字，磨灭者四字，秦太史所 藏器。江郑堂云：‘颜师古《汉书，地理志》注鱼豢云：汉火行，忌水，故去洛水而加 佳。器文洛作雒，其为光武以后之器无疑。弟五行剥蚀不可辨，盖两数及年号也。 云六安十三年者，乃侯国纪年，如孔庙汉石既书五凤二年，又书鲁三十四年也。’考 《汉书，窦融传》有六安侯盱，又《楚王英传》，肃宗建初二年封英子楚侯种，后徙 封六侯。《续汉书.郡国志》无六县，是光武时省入六安国。然一地无封两侯之 理，自必盱国除后，乃徙封种。则所缺年号当在章和以后矣。阳泉亦侯国，不知何 时国绝省入六安改为县。使者，疑是四百石、三百石之长，有事于侯国，故称使者 耳。内史属者，内史之属官。后汉河南尹，职与前汉左右内史同。岂内史之称，至 后汉尚相延不改耶？当时诸侯王亦置内史，或者贤乃六安内史属官亦未可知。雒 阳付守长，不知何官，其县长之类欤？”《金索》曰：“鹓按：此莽时器，非光武以后之 物。《汉书.窦融传》有六安侯盱，又《王莽传》：‘州从禹贡为九，爵从周氏有五， 子男一则，土方五十里。’故王莲湖先生有‘顺武男则相’古印。此有‘则丞’二字， 意者六安侯亦子男之国，故称‘则’。则有相，必有丞。此所缺一行当为‘新始建 国’四字，但未见其器，未知泐文，不敢臆定。要之，属西汉末年无疑。”"	
224	杂器铭文	炉	齐安炉（补）	齐安宫铜熏炉,容五升，具盖重五斤六两。神爵四年典宫啬夫中、佐史司马让 造。第一'百州1一。廿二。	整理者案：据《历代钟鼎弈器款识》卷十九补。篇题，《考古图》卷九作“熏 炉”，《金索》卷三作“齐安宫熏炉”。铭文“典”，《历代著录吉金目》页1123下栏作 “曲”。铭文“中”字，《积古斋钟鼎彝器款识》卷九、《金索》作“忠”。铭文“佐史” 下，《积古斋》《金索》《历代著录吉金目》有“工”字。铭文“一百”下，《积古斋》《金 索》有“一”字。铭文“廿三”，《积古斋》《金索》作“卅三，，。又神爵为西汉宣帝年 号（神爵四年为前58年），故此为西汉物。	
224	杂器铭文	炉	孝文庙铜熏炉	孝文庙铜熏炉，容三升，重四斤十四两。五凤二年九月造。（《文物》1997.7）	整理者案：五凤为西汉宣帝年号（五凤二年为前56年；！，此为西汉物。	
224	杂器铭文	炉	莲勺宫熏炉	莲勺宫铜一斗鼎下盘，重四斤十三两。五凤三年正月己丑，工谓成徐安定属圣守属定昌造。（《考古》1997.12）	徐按：炉而自名“鼎”，疑原刻误。末句原拓不清，疑释文有误。整理者案：篇 题，《金索》卷三作“莲勺宫博山鑪下槃铭”。《历代著录吉金目》页丨123下栏无 “宫熏”二字。《历代钟鼎弈器款识》卷十九、《金索》《历代著录吉金目》所录铭文， “十三两”作“十两”，“谓”作“渭无“定属圣”三字。《金索》曰：“刘原父《古器 记》云：‘右一器，上为山，下为槃，世俗谓之博山炉。’欧阳公《集古录》云：‘林华观 行镫铭一，莲勺宫博山鑪下槃铭一，皆五凤年造。’盖此即博山炉下承槃，《考古图》 不录。铭曰‘一斗鼎’，故薛氏疑为非博山者。然鼎定无承槃，惟炉乃有之。故从 欧阳氏之旧名也。莲勺，县名，去长安七十余里。《宣帝纪》云‘困于莲勺’，疑其 中有离宫焉。”王卉《汉代铜器铭文汇总》未录本篇。又西汉宣帝五凤三年为前55 年，此为西汉物。	
225	杂器铭文	炉	汸阳宫铜熏炉（补）	妳阳宫铜燻炉，重五斤三两。甘露四年工虞德造。守属、阳澂邑丞圣、佐 博临。	整理者案：据《历代著录吉金目》页1123上栏补。甘露为西汉宣帝年号（甘露 四年为前50年），此为西汉物。	
225	杂器铭文	炉	弘农宫铜方炉	上林荣宫，初元三年受。弘农宫铜方卢（炉），广尺，长二尺，下有承灰,重卅六 斤。甘露二年，工常銪造，守属，顺临。第二。（《文物》1973.5）	整理者案：《秦汉金文汇编》上编题作“甘露二年方炉”。“工常銪造”误作“工 鋇造”，然所收图版不误。王卉《汉代铜器铭文汇总》“銪”则作阙文号。又案：甘 露为西汉宣帝年号〖甘露二年为前52年），初元为西汉成帝年号（初元三年为前 46年），故此器《全集，秦汉》说明页26定为西汉晚期物。	
